circle,coupon,id,missedcalldate,msisdn,operator,vmn
Mumbai,,,2021-03-20 18:20:46,fabded292a2c15d9732e0442aaae02e1,IDEA,7303658515
Karnataka,64980719,,2021-03-20 18:21:03,8b1af716242fe000d2163483b3e901b2,VODAFONE,9008866666
Delhi,61236794,,2021-03-20 18:21:04,b2b2876bb7c69caa99309d20d2a6557b,Reliance,7303658515
Delhi,,,2021-03-20 18:21:22,9677525e6ed57485b8fceb0dc31e9abb,Reliance,7303658515
Delhi,,,2021-03-20 18:21:35,b2b2876bb7c69caa99309d20d2a6557b,Reliance,7303658515
AP,64981551,,2021-03-20 18:21:36,85a157b1ad02927581182d4a39d19134,IDEA,9008866666
Delhi,61163667,,2021-03-20 18:21:38,18f24b824072311badeddce5e56fc89a,AIRTEL,7303658515
TN,64985228,,2021-03-20 18:21:44,7ddb81c3f87528ef9bafb901856c3e1c,AIRTEL,9008866666
KOLKATA,,,2021-03-20 18:21:52,818644c8d25e2e71d58473b5a9905fca,AIRTEL,9008866666
916369,,,2021-03-20 18:22:06,cf23fb0e99e2352148442f2d8933d7ab,TATA,9008866666
UP-W,61210785,,2021-03-20 18:22:07,10a0550a2d3b58328d6668e095ec0a26,MTS,7303658515
Maharashtra,,,2021-03-20 18:22:17,a79f50eef1e887dfe02793d36c6705bb,Airtel,9008866666
Delhi,64981623,,2021-03-20 18:22:25,90a6b5eb99276adde2bfcc19b4ba14c1,AIRTEL,9008866666
Assam,61281207,,2021-03-20 18:22:32,3408867d240979c1e7ad49547699efc6,VODAFONE,7303658515
Mumbai,64973431,,2021-03-20 18:22:33,93c494d799d6d383801737a19ed65df7,AIRTEL,9008866666
916202,61275742,,2021-03-20 18:22:40,10806b926a5a56a0178f3627c9e695b0,TATA,7303658515
Delhi,,,2021-03-20 18:22:44,1461d7d195b594edae864b08d40d1217,AIRTEL,9008866666
Delhi,,,2021-03-20 18:22:47,18f24b824072311badeddce5e56fc89a,AIRTEL,7303658515
Delhi,,,2021-03-20 18:23:17,18f24b824072311badeddce5e56fc89a,AIRTEL,7303658515
UP-W,61235543,,2021-03-20 18:23:23,5d927f2feac8f634349532bc836e3222,IDEA,7303658515
NE,61283266,,2021-03-20 18:23:28,32487ab9efc6bb75a514af058790778e,VODAFONE,7303658515
UP-W,61191943,,2021-03-20 18:23:37,96d070cd6f74e84a4c2f6696aa620d2b,MTS,7303658515
Karnataka,64978517,,2021-03-20 18:23:59,cfedf4603dafa28e1f50ee04aaa15eb2,BSNL,9008866666
Karnataka,64985169,,2021-03-20 18:24:06,20396be55cd88d2e131c5a3479dd77f4,Reliance,9008866666
Mumbai,,,2021-03-20 18:24:07,3161143bf34854595fa6aa24b8129ccb,AIRTEL,9008866666
Delhi,64986234,,2021-03-20 18:24:21,95f820c4014ab56055e3981ce6963d9a,Reliance,9008866666
Karnataka,64985195,,2021-03-20 18:24:34,7b5fce7499c843d3e6c67003cfbee4e2,TATA,9008866666
UP-W,61274803,,2021-03-20 18:24:39,76b1d9654157a06b16c2bf2a3d956e61,Idea,7303658515
MP,61276073,,2021-03-20 18:24:48,83d916b0b8f358f7e5a3aaedb1eebce0,AIRTEL,7303658515
Karnataka,,,2021-03-20 18:24:58,cfedf4603dafa28e1f50ee04aaa15eb2,BSNL,9008866666
Karnataka,64980838,,2021-03-20 18:25:14,3b5174b055b541a205685789ee50a013,Reliance,9008866666
Delhi,64981647,,2021-03-20 18:25:24,3bf3526913eb572f154f532755e30e2d,Idea,9008866666
UP-W,,,2021-03-20 18:25:30,76b1d9654157a06b16c2bf2a3d956e61,Idea,7303658515
Delhi,61173784,,2021-03-20 18:25:45,ef1d63faae2e8bcfe29f77981877dd19,RELIANCE,7303658515
Karnataka,64986745,,2021-03-20 18:25:56,b0012100d7ecea4728ac5a66e803f5fb,TATA,9008866666
DELHI,61293764,,2021-03-20 18:26:03,6c9db5914c3445b8078493aa394f5eec,AIRTEL,7303658515
Delhi,61277431,,2021-03-20 18:26:08,04f316561175585e30796fbb462b1e3d,IDEA,7303658515
Mumbai,61274324,,2021-03-20 18:26:22,9f38e980348dbdae06803f4437b194fa,TATA,7303658515
Maharashtra,61233763,,2021-03-20 18:26:23,1847c37879c30410f1844441d5c761ef,IDEA,7303658515
Chennai,64969025,,2021-03-20 18:26:31,ecb824ae42cf5ec0c368aa18bae46074,BSNL,9008866666
916369,,,2021-03-20 18:26:32,cf23fb0e99e2352148442f2d8933d7ab,TATA,9008866666
KOLKATA,61302896,,2021-03-20 18:26:49,91c24bf54abbee1b5e49ba663a577c75,VODAFONE,7303658515
Delhi,61295277,,2021-03-20 18:26:57,4070da8e204d03e7da4de08a6007c914,RELIANCE,7303658515
Karnataka,64967155,,2021-03-20 18:26:57,b5bb7e172bd958cfb53deea4661183a7,TATA,9008866666
Delhi,61296253,,2021-03-20 18:26:59,f16c2b314264240d85189ba8388c1870,Idea,7303658515
Mumbai,61298209,,2021-03-20 18:27:03,fc20feafa81f6959400a15ee13947986,Reliance,7303658515
Delhi,64972349,,2021-03-20 18:27:11,6bac7954868c1693dc22b9af5c3e086b,VODAFONE,9008866666
Rajasthan,64981725,,2021-03-20 18:27:22,f7ccc2bff41d4c791ac06a32b7a70fec,Idea,9008866666
KOLKATA,61290772,,2021-03-20 18:27:24,4b24b5708115fa0443c1423c6de01d7e,RTL,7303658515
DELHI,,,2021-03-20 18:27:25,6b63241c2226d4a219faca14880ac7b1,AIRTEL,7303658515
AP,64967849,,2021-03-20 18:27:26,258f1fc85aec0806c973bcea4cbcddeb,AIRTEL,9008866666
Karnataka,64968197,,2021-03-20 18:27:29,48b177240bcfa156e7d6ee46a8afbd03,VODAFONE,9008866666
Delhi,61093087,,2021-03-20 18:27:29,c6bd1a1fec85f9d70a5468a308eff98b,RELIANCE,7303658515
Delhi,61298124,,2021-03-20 18:27:35,e4ada98d4bf8c29cee3559f6e2b438f6,RELIANCE,7303658515
UP-E,61298331,,2021-03-20 18:27:36,9bcd56c7c740bd5f18ee7ed3d4364d70,VODAFONE,7303658515
Delhi,,,2021-03-20 18:27:36,04f316561175585e30796fbb462b1e3d,IDEA,7303658515
Mumbai,61308252,,2021-03-20 18:27:41,caf46cb7a64a5ac0e5db234069c97b1a,AIRTEL,7303658515
KOLKATA,,,2021-03-20 18:27:44,91c24bf54abbee1b5e49ba663a577c75,VODAFONE,7303658515
Mumbai,61268220,,2021-03-20 18:27:48,d2c05a7d85b8a62fc4dce10c269becc3,IDEA,7303658515
AP,,,2021-03-20 18:27:49,fcece92ed422a8f194bc79c36465fa5c,Idea,9008866666
DELHI,64985849,,2021-03-20 18:28:07,6b63241c2226d4a219faca14880ac7b1,AIRTEL,9008866666
Mumbai,64962125,,2021-03-20 18:28:07,e153358ab21eb5b5f9d6aa8248a37b09,Unitech,9008866666
Delhi,61213716,,2021-03-20 18:28:09,d1327564d59df27701138ce0851ef9ae,AIRTEL,7303658515
KOLKATA,61309476,,2021-03-20 18:28:10,ebb57b0baba27ef581228da3f8100f00,VODAFONE,7303658515
Mumbai,64987847,,2021-03-20 18:28:12,d0ff3fca83c37e5adf1184c4f76f75ff,VODAFONE,9008866666
917977,61217549,,2021-03-20 18:28:15,05ecab7e6419f9d19b41ccade9e3cdef,TATA,7303658515
AP,64985170,,2021-03-20 18:28:20,046f38a5366e0ff4273adfa3c81419d1,IDEA,9008866666
Delhi,,,2021-03-20 18:28:20,0131b88f08ff6905988b95012ffb2dce,RTL,7303658515
Maharashtra,64974869,,2021-03-20 18:28:22,2f1715a52c99800e6bceef3b0a8d98f9,AIRTEL,9008866666
AP,,,2021-03-20 18:28:33,2f0d525abe04a9c5716d8f297a7276f5,VODAFONE,9008866666
Maharashtra,,,2021-03-20 18:28:34,2f1715a52c99800e6bceef3b0a8d98f9,AIRTEL,9008866666
DELHI,64985155,,2021-03-20 18:29:02,fa6c03b6fb8e3a32528c641dde55f2c4,VODAFONE,9008866666
Maharashtra,61278853,,2021-03-20 18:29:17,512bf18d7745e7157eb29c3f5e9aeb33,IDEA,7303658515
GUJARAT,64988087,,2021-03-20 18:29:19,4ef90765086a1e8a460bf29930c12102,TATA,9008866666
Delhi,,,2021-03-20 18:29:39,e3990aed7629cff0cc23547bc9a06623,AIRTEL,7303658515
Rajasthan,61305065,,2021-03-20 18:29:50,e3b1123a5d8379d00e6c0d77b4b5747d,MTS,7303658515
Maharashtra,61269505,,2021-03-20 18:29:56,9c133366b428c1c24bab2b9bf6c8cc16,RELIANCE,7303658515
Maharashtra,61129626,,2021-03-20 18:30:05,c1a50e101b08ce98e5131b75608d4a8a,VODAFONE,7303658515
Haryana,61257072,,2021-03-20 18:30:07,4d9cb734715e790b7a3a53ebc16d8026,Airtel,7303658515
HP,61276994,,2021-03-20 18:30:16,50d43ce7d0b86021f4b1a5bb139bba59,RELIANCE,7303658515
Maharashtra,64968708,,2021-03-20 18:30:16,7eaecea3a8c93a8a9b203ae8a7272495,IDEA,9008866666
Haryana,61311909,,2021-03-20 18:30:22,24e4fa28f0f17257d584a9e9b423bf03,RELIANCE,7303658515
TN,64971422,,2021-03-20 18:30:31,e67b85a1ab1e90d7ee66822d1a7feb42,RELIANCE,9008866666
HP,,,2021-03-20 18:30:34,50d43ce7d0b86021f4b1a5bb139bba59,RELIANCE,7303658515
Mumbai,61275192,,2021-03-20 18:30:45,7f36f40b4557bb1aa584f240679f6aff,RELIANCE,7303658515
Mumbai,61298212,,2021-03-20 18:31:19,9ae6a1195474a755ab2486bacde53fc7,RELIANCE,7303658515
MP,64961739,,2021-03-20 18:31:36,8a1848b6f33690cbe6582dc6b3a65bb1,Idea,9008866666
Mumbai,61231704,,2021-03-20 18:31:36,e95cbf858cdb749573f371c3fe1fec6c,VODAFONE,7303658515
UP-E,61238416,,2021-03-20 18:31:41,a45073d916c3472812f49c3d4c6ce410,RELIANCE,7303658515
Assam,61290149,,2021-03-20 18:31:48,c1040c9f9f79c2c5b067c954b1bcfda1,VODAFONE,7303658515
Punjab,61295782,,2021-03-20 18:32:11,6199b716f6b020cb37fe622898549a60,TATA,7303658515
Delhi,61307196,,2021-03-20 18:32:17,bc28fc83781f28c652135847ba27f6f9,VODAFONE,7303658515
Mumbai,61311973,,2021-03-20 18:32:34,985d2a4a5aede0cf4326a5b842c01eff,Airtel,7303658515
TN,64977386,,2021-03-20 18:32:36,cf998f95411052e5eca86bf00d18e29f,VODAFONE,9008866666
Maharashtra,61317576,,2021-03-20 18:32:51,833ebe5e07aeb3b0e624a95f0b7ba368,BSNL,7303658515
Mumbai,61224591,,2021-03-20 18:33:16,424b7350519da532c21edf656b61858f,RELIANCE,7303658515
AP,64984905,,2021-03-20 18:33:23,f318f9f360b197d8f23fee25a1ae4c06,TATA,9008866666
917986,,,2021-03-20 18:33:38,4078b79e219a15071132d8794db906ce,TATA,7303658515
AP,64988352,,2021-03-20 18:33:40,fc41ede882dcc6d8f294d26d41a36a60,Reliance,9008866666
Mumbai,61315439,,2021-03-20 18:33:40,91afbe53904f817926942a71f30068fc,VODAFONE,7303658515
Punjab,61253147,,2021-03-20 18:33:46,78dc2d331b876143040c64ee88db91b6,IDEA,7303658515
Delhi,61315260,,2021-03-20 18:33:51,124100d03bae332a527c86522199d46d,RELIANCE,7303658515
KOLKATA,64947297,,2021-03-20 18:33:54,26f6df76858e73e18f902b6b99e3acfe,RELIANCE,9008866666
Mumbai,61196424,,2021-03-20 18:34:08,8df2b05c6b3885ea4a3e1a96e6715f4c,Reliance,7303658515
916362,64984216,,2021-03-20 18:34:18,58df89720585451826b6946119b44bd9,TATA,9008866666
UP-W,61290387,,2021-03-20 18:34:21,17023f24e4c849011b47aab0cfbd9dfb,AIRTEL,7303658515
AP,64987015,,2021-03-20 18:34:21,98efd328d424dd8ad36a778b340d49e5,VODAFONE,9008866666
MP,61327286,,2021-03-20 18:34:35,d76ccd546f3f9439764e90047df5db29,RELIANCE,7303658515
MP,,,2021-03-20 18:34:39,d76ccd546f3f9439764e90047df5db29,RELIANCE,7303658515
Maharashtra,64982442,,2021-03-20 18:34:42,e0942faee621a1ede44269ee9c17d25f,Reliance,9008866666
MP,,,2021-03-20 18:34:44,d76ccd546f3f9439764e90047df5db29,RELIANCE,7303658515
TN,64987788,,2021-03-20 18:34:46,9242c6003145297b43904149130e2e4b,AIRTEL,9008866666
MP,,,2021-03-20 18:34:49,d76ccd546f3f9439764e90047df5db29,RELIANCE,7303658515
MP,,,2021-03-20 18:34:53,d76ccd546f3f9439764e90047df5db29,RELIANCE,7303658515
MP,,,2021-03-20 18:35:00,d76ccd546f3f9439764e90047df5db29,RELIANCE,7303658515
MP,,,2021-03-20 18:35:05,d76ccd546f3f9439764e90047df5db29,RELIANCE,7303658515
MP,,,2021-03-20 18:35:09,d76ccd546f3f9439764e90047df5db29,RELIANCE,7303658515
KOLKATA,61304429,,2021-03-20 18:35:09,9dedecbc5f82bbc537281caeb9778d57,VODAFONE,7303658515
MP,,,2021-03-20 18:35:14,d76ccd546f3f9439764e90047df5db29,RELIANCE,7303658515
917977,64980920,,2021-03-20 18:35:14,05ecab7e6419f9d19b41ccade9e3cdef,TATA,9008866666
KOLKATA,64987956,,2021-03-20 18:35:17,67209a9ee37c268e68cc09b9a62676c8,VODAFONE,9008866666
Karnataka,64975459,,2021-03-20 18:35:17,e38251ca6f78d3d5d50fed6a415992c2,AIRTEL,9008866666
MP,,,2021-03-20 18:35:19,d76ccd546f3f9439764e90047df5db29,RELIANCE,7303658515
TN,64989205,,2021-03-20 18:35:21,84af0279f047c70dc6a21e4735974437,Reliance,9008866666
MP,,,2021-03-20 18:35:24,d76ccd546f3f9439764e90047df5db29,RELIANCE,7303658515
Karnataka,64980073,,2021-03-20 18:35:30,e80c812a8dd600d39f4058975dce9079,AIRTEL,9008866666
AP,,,2021-03-20 18:35:35,7af3fda97fd30c4b0b9fe8c10adb0ab1,AIRTEL,9008866666
AP,64988134,,2021-03-20 18:35:36,113a911ba7f7d3e51bcf7f27ff24f5bd,AIRTEL,9008866666
Maharashtra,61334039,,2021-03-20 18:35:57,e0942faee621a1ede44269ee9c17d25f,Reliance,7303658515
Delhi,61328077,,2021-03-20 18:36:17,c88a84f477923f87a5d8cc0c64ac2dc7,Reliance,7303658515
KOLKATA,61270918,,2021-03-20 18:36:18,a7ab807b63c9b357a508ccce2e9482b3,VODAFONE,7303658515
917989,64986175,,2021-03-20 18:36:27,891cb1871cf388842040fbb66a8f4e92,TATA,9008866666
KOLKATA,61219799,,2021-03-20 18:36:33,4b24028648a838b27423b22c15733e1c,VODAFONE,7303658515
Karnataka,64987345,,2021-03-20 18:36:35,a73af13e5419b49a90846850bcfb40f2,AIRTEL,9008866666
KOLKATA,,,2021-03-20 18:36:49,4b24028648a838b27423b22c15733e1c,VODAFONE,7303658515
TN,64981511,,2021-03-20 18:36:50,0bc8b42dacae6af8ec192f7fba466752,AIRTEL,9008866666
TN,64987187,,2021-03-20 18:37:16,f1da8ea4c4ef2aee359e40923f3d9157,Idea,9008866666
KOLKATA,,,2021-03-20 18:37:17,7624500c8887e82afecdb1611ca05597,RELIANCE,7303658515
TN,64989192,,2021-03-20 18:37:19,383cd81cbe8c3d13dafdaf8beef3484b,Reliance,9008866666
Karnataka,,,2021-03-20 18:37:25,e6e0575fc559d0377e49bf825d966f6e,RELIANCE,9008866666
Mumbai,61252633,,2021-03-20 18:37:30,71033ca7386110e269b64b567326bd16,Vodafone,7303658515
Delhi,61275094,,2021-03-20 18:37:42,2e89209d9047969490cfa74f28e335e6,AIRCEL,7303658515
UP-W,64986419,,2021-03-20 18:37:48,0cd71333cd460858f15bb75c222edda6,Reliance,9008866666
UP-E,,,2021-03-20 18:38:10,0aea284e356297f6ae43ddd9b835f096,Reliance,9008866666
UP-E,64979286,,2021-03-20 18:38:18,718a83239215a946a68000fea600f7a3,RELIANCE,9008866666
UP-W,61296636,,2021-03-20 18:38:24,bc0addf7d0c68a8eefc08bc8da61c6f9,TATA,7303658515
Delhi,64964408,,2021-03-20 18:38:26,b11172b64284ecc9c99da9697f44f0b1,AIRTEL,9008866666
Maharashtra,61328443,,2021-03-20 18:38:34,2fd2b3bc627626ea85ab98149aa7eff2,BSNL,7303658515
Mumbai,64990914,,2021-03-20 18:38:46,71033ca7386110e269b64b567326bd16,Vodafone,9008866666
UP-W,64983666,,2021-03-20 18:38:59,bdd0fe25cd2639cda56df36879dcc40b,UNINOR,9008866666
Karnataka,64975367,,2021-03-20 18:39:22,d586212455fd16b1674764137a6bd815,Idea,9008866666
Mumbai,,,2021-03-20 18:40:07,3bb5c6de1f43af404132b7ff2275a453,RTL,7303658515
TN,64991098,,2021-03-20 18:40:20,14683020d53e549263ec1feb7046a82e,Reliance,9008866666
AP,64991881,,2021-03-20 18:40:23,b5989bf0eb07b97efa04d63ea4fc9cb7,Airtel,9008866666
Karnataka,64989866,,2021-03-20 18:40:25,87de6e01a9dd6c8ac93e9b2eaff99746,TATA,9008866666
TN,,,2021-03-20 18:40:26,14683020d53e549263ec1feb7046a82e,Reliance,9008866666
TN,,,2021-03-20 18:40:30,14683020d53e549263ec1feb7046a82e,Reliance,9008866666
TN,,,2021-03-20 18:40:35,14683020d53e549263ec1feb7046a82e,Reliance,9008866666
Mumbai,61340745,,2021-03-20 18:40:51,79a0794fb5f8f6166d63f82c9e248761,IDEA,7303658515
Delhi,61278741,,2021-03-20 18:41:02,92ecb7ef73aeef97e9be665504ea964f,Reliance,7303658515
Karnataka,64973203,,2021-03-20 18:41:21,b08c790f6d242ca3ad995d4a3df41ba9,AIRTEL,9008866666
AP,64991158,,2021-03-20 18:41:44,8e6d132ed5f37b3607e330d82276f715,RELIANCE,9008866666
AP,64981165,,2021-03-20 18:41:48,24818dbe5f05e1f48ce484ea626e7825,VODAFONE,9008866666
Delhi,64975794,,2021-03-20 18:41:50,28db8cb7a588fc9f86dbc115765d584e,RTL,9008866666
NE,61284357,,2021-03-20 18:41:52,19ba5884b068ededfe7beeb4a0f5db7c,RTL,7303658515
918617,61276861,,2021-03-20 18:41:55,67315b2038bb9a40b9466702d3044552,TATA,7303658515
Delhi,,,2021-03-20 18:42:55,229bf4a817435980a12827d4bdaf6cd2,Reliance,9008866666
Mumbai,61344943,,2021-03-20 18:43:01,62bb86eab59ec183fa048b94346fbf6e,AIRTEL,7303658515
AP,64983969,,2021-03-20 18:43:16,194853bc8417c152da103877f46f9e66,AIRTEL,9008866666
Mumbai,,,2021-03-20 18:43:22,62bb86eab59ec183fa048b94346fbf6e,AIRTEL,7303658515
UP-W,61291977,,2021-03-20 18:43:45,f9b0289a12556d925ea9950c746322a6,Videocon,7303658515
Karnataka,64979731,,2021-03-20 18:43:56,f5106b55db40f3f4b22ebf2db563371f,AIRTEL,9008866666
Karnataka,64992590,,2021-03-20 18:43:57,c0a185f0efd4ef3bf71d3948443c1154,IDEA,9008866666
Assam,61344339,,2021-03-20 18:44:03,9059aa5ad08b54e1658ab8ace32fc278,Airtel,7303658515
Karnataka,64991291,,2021-03-20 18:44:05,9a6e27af19eed302ef9dedd288c1689e,RELIANCE,9008866666
AP,64991861,,2021-03-20 18:44:27,0177e9e713302051a1db8b69342551e2,AIRTEL,9008866666
Mumbai,61233466,,2021-03-20 18:44:34,37a0f6601c75ce97392e18de33faac5e,TATA,7303658515
Karnataka,64990364,,2021-03-20 18:44:39,cfd261769ac9902a2e6422abed32366c,Airtel,9008866666
Maharashtra,61349145,,2021-03-20 18:44:55,492fafd3bf6741a42ab01b1c31b579c0,UNINOR,7303658515
TN,64986370,,2021-03-20 18:45:06,c1fc5187204d0202ae35b887289fd317,Airtel,9008866666
916002,61355400,,2021-03-20 18:45:30,c93318ab24e5ea88cbf602b93d0d225c,TATA,7303658515
KARNATAKA,64989133,,2021-03-20 18:45:32,5cd922745e8ad4c2b28b8f0a8b8f4d55,RELIANCE,9008866666
AP,64991603,,2021-03-20 18:45:44,9bf8d8ee3029e4a58c7c473eb57f1db2,AIRTEL,9008866666
Mumbai,64992289,,2021-03-20 18:45:49,8cd582da3fb7d3c4b8c91804a4b194fb,VODAFONE,9008866666
Maharashtra,61347706,,2021-03-20 18:45:51,baf6ac86a55c9077126eb9143c569a8a,AIRTEL,7303658515
AP,,,2021-03-20 18:45:52,9bf8d8ee3029e4a58c7c473eb57f1db2,AIRTEL,9008866666
Maharashtra,,,2021-03-20 18:46:04,492fafd3bf6741a42ab01b1c31b579c0,UNINOR,7303658515
TN,64987633,,2021-03-20 18:46:15,6ff8e5d3b018d9789aa422837d2abee9,AIRTEL,9008866666
Gujarat,61138184,,2021-03-20 18:46:18,d5e8aee8c3cd1f05ccdb43a36765b607,VODAFONE,7303658515
Karnataka,64993720,,2021-03-20 18:46:21,b741d8b941a6a208e3262306565399b9,Idea,9008866666
Karnataka,,,2021-03-20 18:46:25,de111260888a5aad287595a33fa9751d,AIRTEL,9008866666
918500,64991203,,2021-03-20 18:46:31,20d77f92cd60e5d4113d082092b736ea,TATA,9008866666
Karnataka,64987995,,2021-03-20 18:46:34,2bcf58e5a7160f6cf984d1970ec930ef,Reliance,9008866666
Mumbai,61343039,,2021-03-20 18:46:39,04861aa25d97fb23daf5633af794eaff,Reliance,7303658515
Delhi,64992170,,2021-03-20 18:46:40,fb39a31ea2c174710b0dbc58ff40ae0a,RELIANCE,9008866666
DELHI,61334709,,2021-03-20 18:46:58,e3323894606ea67f7942d13955c621a9,RELIANCE,7303658515
Karnataka,,,2021-03-20 18:47:14,de111260888a5aad287595a33fa9751d,AIRTEL,9008866666
Mumbai,64987366,,2021-03-20 18:47:30,178dce1e18e733b15acaa5a3aa55eb0a,IDEA,9008866666
Maharashtra,61317843,,2021-03-20 18:47:34,7426b0935d9d439f6aaeaff0705627cd,IDEA,7303658515
Maharashtra,61257342,,2021-03-20 18:47:46,528e0fe31a7f0d422db97c25adde9795,BSNL,7303658515
Karnataka,64991762,,2021-03-20 18:47:50,c3d2917123b7647ec79a9d62f2482ef6,Airtel,9008866666
AP,64990303,,2021-03-20 18:47:57,c4fbeb7dd71b0d1177698782b3450d52,RELIANCE,9008866666
Karnataka,64985889,,2021-03-20 18:48:05,ca860f69aa126c1fb1d73f328cfb0425,TATA,9008866666
Delhi,61362029,,2021-03-20 18:48:06,9fffa47ec8c5b94daa1672ef17079c59,VODAFONE,7303658515
Karnataka,,,2021-03-20 18:48:14,e243af10f81a171f68fb4207008f76db,AIRCEL,9008866666
Rajasthan,,,2021-03-20 18:48:38,f311fe9eaf51494765869109392d9f54,MTS,7303658515
Karnataka,64986214,,2021-03-20 18:48:43,56e038bd4605c3f8228c9fd4344a9a0f,Reliance,9008866666
UP-E,64986538,,2021-03-20 18:48:50,538c7f7832e52382c5c35136215ba5ad,VODAFONE,9008866666
AP,,,2021-03-20 18:48:56,0177e9e713302051a1db8b69342551e2,AIRTEL,9008866666
Delhi,61302433,,2021-03-20 18:49:01,27f655a4f209a8394ba8519d1d493471,AIRTEL,7303658515
Karnataka,64990412,,2021-03-20 18:49:09,86f26f32f802310c8173980ba2c97733,AIRTEL,9008866666
UP-E,61341717,,2021-03-20 18:49:09,538c7f7832e52382c5c35136215ba5ad,VODAFONE,7303658515
Maharashtra,61289439,,2021-03-20 18:49:37,fe5fffbe7c63bff0297f63cd7accf8b4,BSNL,7303658515
Gujarat,64983088,,2021-03-20 18:49:38,5ef5b3b26a92d5f215535053ef8036f1,Videocon,9008866666
UP-W,,,2021-03-20 18:49:38,1fb986fec7639bfb399a2c35389c130d,MTS,9008866666
Maharashtra,64990053,,2021-03-20 18:49:41,d85d32d33f417a3b198454c286cd4af8,Idea,9008866666
Karnataka,64995353,,2021-03-20 18:49:45,4f6b387a1131b84b9f2b0389261fa918,AIRTEL,9008866666
Maharashtra,61330642,,2021-03-20 18:49:58,d85d32d33f417a3b198454c286cd4af8,Idea,7303658515
UP-W,61363517,,2021-03-20 18:50:03,90d5692df00253ae77e6943fce591921,Videocon,7303658515
AP,,,2021-03-20 18:50:13,b9367dfbb887607352b2b4f5558101cc,IDEA,9008866666
Delhi,61259601,,2021-03-20 18:50:14,74a11892d3bcf509a57dd9bfef627dc0,IDEA,7303658515
Karnataka,,,2021-03-20 18:50:14,878de422e7bb58145f16d7fe297d4575,AIRTEL,9008866666
Delhi,64984011,,2021-03-20 18:50:28,0d0a25d2a64d3e8b330dcd5a82e0b3e5,AIRCEL,9008866666
Delhi,61349798,,2021-03-20 18:50:30,79aa5606157c98e0bfcb2ef7c5dca525,MTS,7303658515
Gujarat,61342381,,2021-03-20 18:50:38,5ef5b3b26a92d5f215535053ef8036f1,Videocon,7303658515
AP,64991243,,2021-03-20 18:50:40,306ff8bb70941b10493cf9af9bb14bab,AIRTEL,9008866666
AP,64985406,,2021-03-20 18:50:42,9d9ca2cd07979248b97b8b77498cb1ad,AIRTEL,9008866666
Mumbai,61294568,,2021-03-20 18:50:43,aba80ed2de99f61ebed2fbe415a570be,MTNL,7303658515
Mumbai,61287260,,2021-03-20 18:50:44,52359b69261307640e673536377f6cde,RELIANCE,7303658515
Karnataka,64995003,,2021-03-20 18:50:54,6002c75f544942bf19561e4683c720d3,Idea,9008866666
Maharashtra,61321881,,2021-03-20 18:51:00,9930bab6375bdd6be2756f00f39a295e,AIRTEL,7303658515
TN,64981069,,2021-03-20 18:51:17,7af8e049272b72e0ed16a8e650363ad8,Reliance,9008866666
Mumbai,64995808,,2021-03-20 18:51:28,41fd43dd6957ba121985eda1a4dfa543,RELIANCE,9008866666
Mumbai,,,2021-03-20 18:51:28,779644c2157452f64440d5d8ae833038,Idea,7303658515
Delhi,61322395,,2021-03-20 18:51:40,ec7e23d9f2e52ed6d1ffe3bceb491a5e,RELIANCE,7303658515
AP,,,2021-03-20 18:51:44,1f1b2c719ba6616220ad550d27bef6d1,AIRTEL,9008866666
Karnataka,64995984,,2021-03-20 18:51:51,9a20a1ce6e831cd769581c49e7d921e1,RELIANCE,9008866666
Delhi,64991949,,2021-03-20 18:51:56,25679f510adcd09a567fe329f16fa856,RELIANCE,9008866666
TN,64995917,,2021-03-20 18:51:57,e66a040cf4207cf0ec1e2185ff18182f,AIRTEL,9008866666
Karnataka,64993136,,2021-03-20 18:52:02,315ec0cac4f35592e31d998d578002bf,AIRTEL,9008866666
Delhi,61335959,,2021-03-20 18:52:03,3cb55a0510142c3e836d8dbdf347d0af,RELIANCE,7303658515
Mumbai,61356941,,2021-03-20 18:52:03,4b3b495170ad326db94275f8e23c57e4,LOOP,7303658515
Karnataka,,,2021-03-20 18:52:12,e35522f93066d9e4ce3f7f936ff57ad6,VODAFONE,9008866666
Delhi,,,2021-03-20 18:52:15,3cb55a0510142c3e836d8dbdf347d0af,RELIANCE,7303658515
Karnataka,64990012,,2021-03-20 18:52:23,68a8cc15ac1da324958c1224ee31ffe9,RELIANCE,9008866666
Delhi,61326576,,2021-03-20 18:52:34,25679f510adcd09a567fe329f16fa856,RELIANCE,7303658515
Delhi,61304300,,2021-03-20 18:52:38,b8e206b235a63415bafbf7e109322911,Reliance,7303658515
AP,64990220,,2021-03-20 18:53:05,4328e272abbb60b5881589b2ae9090f4,AIRCEL,9008866666
Delhi,61212931,,2021-03-20 18:53:05,b49c307f7a4afd49a50261a9a1b2184f,VODAFONE,7303658515
Karnataka,64988675,,2021-03-20 18:53:08,6cb7c897b876eef3a7a684e74c98d27a,AIRTEL,9008866666
916361,64987728,,2021-03-20 18:53:27,240f8f3fffcf595cf79281d22a9716e1,TATA,9008866666
Delhi,,,2021-03-20 18:53:30,73ecd325a9b077555d7acfe6c25cd12d,VODAFONE,7303658515
Mumbai,61333660,,2021-03-20 18:53:33,4ae6b038b51fe236be00115c81b2f6ff,RELIANCE,7303658515
